rank	username	minecraft:custom/minecraft:play_one_minute
2113	AxRizzo	114685
2114	C0by3llis	114664
2115	Vivacia	114582
2116	5hit455	114453
2117	Vector1209	114445
2118	lwyl	114295
2119	Chazama	114238
2120	Xenon5492	114130
2121	AlejandroPH1	114067
2122	sharckyes	113858
2123	Cidah	113781
2124	timelyenigma	113773
2125	Mpkkiller	113673
2126	FungalCat	113665
2127	TinyTheMelon	113539
2128	Meteora4	113454
2129	Sycamore_CL	113205
2130	DShrewzy	113051
2131	PvmkinPi3	112851
2132	Papersock	112844
2133	Cassu665	112796
2134	TonyS7ark	112727
2135	sheebeep	112552
2136	Hannah_Banana_69	112437
2137	Yuniqe_	112425
2138	limeloaf	112066
2139	GothicJamm	111774
2140	Benjaber	111588
2141	Zackran	111296
2142	gooseboi_69	110901
2143	hide_on_mac	110656
2144	JuckFuan	110568
2145	51L	110348
2146	Mjolnir145	110079
2147	VirusUploaded	109923
2148	pongo2003	109674
2149	TheDeathPepper	109569
2150	iHuBlack	109415
2151	MelonMints	109195
2152	kidel03	108965
2153	RaiaMala_	108745
2154	LagMass	108712
2155	mehen_hokker	108643
2156	MsBeeMan	108362
2157	deenobeeno	108227
2158	NasdaqCrash	107991
2159	Dirt_Bread	107978
2160	IronyMan69	107598
2161	ormr_kin	107582
2162	maddog2014	107495
2163	Dakota100	107270
2164	Stephenpoling	107210
2165	Yazzny	107045
2166	victricemque	107037
2167	Caddiii	106919
2168	steven8283	106805
2169	elijahmaroney	106629
2170	DubDoesGams	106555
2171	Universz	106465
2172	Killswitch_RW	106154
2173	Neps1	106028
2174	PlatonicSteve	105967
2175	Ragnar2105	105516
2176	beetlebum300	105059
2177	msdestr0	104931
2178	Cliopatra	104666
2179	encraft05	104547
2180	wylify	104261
2181	GigiDuru	103985
2182	Howertt	103823
2183	hbaoo	103753
2184	00000000-0000-0000-0009-01f3e0064b49	103656
2185	sparkles_dudly	103502
2186	issazumi	103195
2187	daybreakus	103162
2188	Minecraftmad687	103141
2189	gnyW	102875
2190	FastLane1	102499
2191	HypixelForums	102247
2192	0R_6	102176
2193	FlackoJonah	102126
2194	chaelamae	102119
2195	Smuggly_McWeed	101855
2196	Mangolu	101795
2197	Mr_Teddiursa_K	101689
2198	Tobias0113	100899
2199	imthatpikachu	100850
2200	DELIANCat	100736
2201	dune__	100647
2202	MoistEggo	100597
2203	NoobSlayerPro	100336
2204	MussTZ	100282
2205	Walter___White__	99924
2206	KaptainKornhole	99712
2207	Jonathan__Doe	99697
2208	ScoutXIII	99639
2208	NukePigg	99639
2210	IamGrey_Lol	99619
2211	00000000-0000-0000-0009-01f7d5721bcd	99455
2212	_nahoy	99264
2213	Pliskin08	99158
2214	MoogMush	99140
2215	ThatStupidSheep	98987
2216	ThePaladin1	98976
2217	m9_meltdown_	98757
2218	n2ckn2ck	98366
2219	babycamm	98236
2220	Billeison	97626
2221	hakai_gr	97625
2222	icehorse	97574
2223	OkamiITA	97523
2224	Seashimi	97508
2225	mackintosh_x	97268
2226	annaellieee	97206
2227	SwiftyPlayz__	97011
2228	splatterhawk	96995
2229	krypnot	96732
2230	moolerbooler2	96702
2231	Paranoidlemon	96603
2232	Justins_Juliet	96540
2233	melono_o	96511
2234	aust000	96422
2235	5712	96342
2236	CloudyPowdy	96017
2237	CraftingWithXav	95931
2238	ARCTICxLORD	95841
2239	blevster	95442
2240	sankrs	95190
2241	Cruciatur	94954
2242	xWeber	94815
2243	Chair1242	94783
2244	Breb74	94725
2245	Hosmosis	94364
2246	Killtroxx	94359
2247	_Gabae	94214
2248	Slavisaa	94197
2249	samtrid	94116
2250	ItsRyanM8	94107
2251	carbo_bro	94105
2252	Baozai	93830
2253	libbytingz	93707
2254	eMpTysVoid	93697
2255	StabbyRoomba	93683
2256	fishfinges	93610
2257	_schi	93215
2258	Stay2Blackjesus	93157
2259	supernecessary	92792
2260	MysticalKitty139	92699
2261	itsKODASHi	92622
2262	okzetton	92601
2263	Rando1024	92562
2264	jandrs	92545
2265	CHUUUBZZ_99	92488
2266	Nankuro	92360
2267	cxtch	92303
2268	dukebop	92280
2269	Destroyer112221	92036
2270	NibPicker	91878
2271	camando92	91821
2272	genesis2501	91638
2273	Chicken_D0g	91478
2274	TrustStein	91377
2275	ExploreMyBow	91369
2276	SlavBylat	91318
2277	Endorcer	91006
2278	Typkazprahe	90856
2279	Romeom175	90848
2280	Zorin_Blitz	90785
2281	lilpowerranger	90730
2282	StreetLouis	90605
2283	Kamiento	90581
2284	Gloomgs	90201
2285	Lotvailer	90183
2285	Redkid22	90183
2287	Deadlyy	90158
2288	CyL0_	90141
2289	Idobetoasty	90102
2290	zemey	89955
2291	WytchKraft	89889
2292	WraitheDX	89633
2293	Bowba123	89577
2294	ALoafOfBreadn	89432
2295	Ahketen	89272
2296	jovaon	89206
2297	TradeFederation	89130
2298	Cerbric	88961
2299	IcyUzi	88850
2300	BusinesManFrecks	88803
2301	BurdLyon	88730
2302	Kawaii_Haxor_L	88702
2303	Voltique69	88271
2303	J03K	88271
2305	popsych	88224
2306	gizmo98	88144
2307	Digger__Joe	87916
2308	emzero	87798
2309	halcyonrift	87692
2310	__dlo__	87621
2311	BabyDaddy1	87417
2312	_DKC	87406
2313	Nickitoe	87402
2314	ripddann	87329
2315	Wasdmaster3	87314
2316	pixelings_	86837
2317	GiantPoop100	86808
2318	jjekyll	86800
2319	Exarah	86726
2320	mix9ine_maz	86578
2321	YummyBaculum	86084
2322	HwamzUK	85571
2323	A_Potatoe	85533
2324	SirDodgyBob	85438
2325	physicalmedia	85332
2326	LHQing	85178
2327	how_are_you	85143
2328	nbbt	85096
2329	byFlixxx	84965
2330	Umbre_19	84912
2331	Charleszetoast	84681
2332	IsoldeB	84483
2333	cosq	84233
2334	RedVelvetMochi	83986
2335	Monosakii	83923
2336	tt4yy4	83885
2337	Crumbls	83839
2338	CaptainMocha	83752
2339	rosswellcrash	83690
2340	_8686m_	83446
2341	DaftDecker	83323
2342	sylvstarr	83268
2343	BINKENSTOCK	83249
2344	PA_Tech_Gaming	83190
2345	RaahLowe	83108
2346	aFrogThatExists	83050
2347	LinuxRoot	82664
2348	Alfman007	82487
2349	ManUtdBoy_	82237
2350	lia1337owo	82142
2351	Vollkommenheit	81991
2352	Marahuyo00	81947
2353	MrWataby	81814
2354	cletemo	81810
2355	Zipstor	81629
2356	Vadanite	81586
2357	Leftsy	80949
2358	Luna_Rosie	80893
2359	ALegendsTale	80843
2360	Fire_beast	80811
2361	Thrasaere	80792
2362	ABitOddish	80737
2363	GirlFrick3r	80684
2364	F_22_	80681
2365	zany0	80606
2366	Petjok	80557
2367	c1ttyk4t	80454
2368	SecretSH	80310
2369	noodlesforbrains	80154
2370	MemeBoi_XD	80050
2371	alexb1890	79892
2372	_ThunderFrost	79847
2373	MineCryptian	79744
2374	Biskopp	79734
2375	Kirrow	79571
2376	Yeeeeehaww	79530
2377	Appleten	79497
2378	Ideltic	79309
2379	sstteevveenn	79175
2380	_Raiko	79083
2381	Rocket103	79082
2382	Pazantine	79024
2383	noahlemonman	78989
2384	VesperSage	78862
2385	twinkel_star24	78787
2386	Baron_Belial	78610
2387	beespooky	78449
2388	SolomonMax	78189
2389	Xaphoid	78070
2390	Enslaving	77939
2391	Filborg	77800
2392	l3x07	77723
2393	LargeCarl	77702
2394	CompoundMedic	77679
2395	erickor2d2	77678
2396	Anne_Primrose	77587
2397	Civop_	77586
2398	bryzenx	77532
2399	Txeptsyip	77511
2400	Gofeeh	77448
2401	BlackShadow_1007	77368
2402	lahavmor	77104
2403	falcn15	77074
2404	elementorix	76913
2405	xRB34	76887
2406	bbrothers4	76748
2407	00000000-0000-0000-0009-01f358e1a055	76667
2408	Lapbottom	76540
2409	_RenRen_	76465
2410	EnderKill98	76030
2411	tehretro	75964
2412	RohnekK	75886
2413	JosephCW	75807
2414	latinathigh	75782
2415	gen6bagel	75780
2416	TimePrimarch	75694
2417	rosanotroza	75558
2418	Konstruktix	75440
2419	EliteTrashPanda_	75316
2419	GrildChezSanwich	75316
2421	Susp1ci0us	75260
2422	Rotary_76	75230
2423	SullyhS	75183
2424	Nadflah	75143
2425	Raidor	75127
2426	Lauratheking	74953
2427	Claw262	74800
2428	CubeMuse	74737
2429	prodby_Lyka	74588
2430	Diamondpanda4	74487
2431	LoboTheLobster	74440
2432	WinnieFry	74248
2433	Crimsongale	74220
2434	ShowRegent	74125
2435	a24680	74119
2436	mvrty	74001
2437	Retroke	73958
2438	campbellenio08	73957
2439	Susscra	73806
2440	MellowCookie	73698
2441	QueenHedwig9	73603
2442	Derek_Grieve	73555
2443	Wilzax	73440
2444	V2Loon	73430
2445	IronVines	73334
2446	luvRust	73291
2447	bbaobei	72961
2448	peecies	72795
2449	Rxbpz	72721
2450	awsertygaedrfshg	72656
2451	chrek	72605
2452	MisterKanister	72591
2453	bAk5tAb	72572
2454	PineappleZ215	72492
2455	Ramirez_	72303
2456	MonkeySaint	72255
2457	dragon589	72139
2458	MrPenderweed	71860
2459	Wolfwarrior2526	71766
2460	Redd_Lionn	71738
2461	ThatOneGuy4546	71613
2462	GH0STCHAMP	71561
2463	ouija_	71424
2464	PBandChocolate	71363
2465	swagcrayon	71321
2466	Pontin_	71297
2467	Aurenz	71197
2468	Earlesstrain4	71178
2469	Rook_iii	71083
2470	Lisppp	71080
2471	wTXop	70946
2472	razorarctic	70683
2473	sarcopterygian	70526
2474	StrangerTokyo72	70274
2475	ManlyAdjective	70266
2476	StupidBiscuits	70211
2477	banana_ketchup	70116
2478	h0tM4nl0v3r	70111
2479	6e519903-6217-4a88-968d-485bf79491f4	70047
2480	Martin_198	69985
2481	quindariousG	69932
2482	K3NY0	69860
2483	Gabzi	69656
2484	RyuTurtle	69625
2485	nonotaddie	69607
2486	Drake_l0ver	69581
2487	00000000-0000-0000-0009-01f53dff86f7	69471
2488	Lentapple3922	69438
2489	WisePapaJohn	69243
2490	jologsimp	69028
2491	kubagod03	68950
2492	Benjii05	68923
2493	JoshCranlet	68892
2494	ThreeAmMan	68887
2495	Jettu	68855
2496	DementedTOAD	68760
2497	Caidoz999	68728
2498	niinii	68600
2499	Wyatt143	68598
2500	Marrue	68590
2501	eposlul	68585
2502	Sea_Boar	68549
2503	musaad_	68329
2504	norcomk	68195
2505	Casserole2	68050
2506	aRandom_	68043
2507	0basura0	67889
2508	mobaEnjoyer	67870
2509	BoopDoop_123	67830
2510	bagel980	67806
2511	SharperReaper	67780
2512	Axel_Foley	67679
2513	XoTHotovich	67644
2514	HCAbeaver	67468
2515	skatch212	67311
2516	MatsTheGoat	67295
2517	Tandy117	67231
2518	JayShroomie	67141
2519	jaba_snk	67000
2520	Hiimdeath	66923
2521	PrpleFunkyMonkey	66744
2522	SCYT312	66723
2523	Blue9390	66694
2524	sick_nubs	66636
2525	idyllical	66578
2526	Procubed	66568
2527	MasterOwen1	66501
2528	insanepace	66477
2529	Phase	66255
2530	opogo_	66241
2531	KatieBelle04	66205
2532	SPKB1	66202
2533	tokvo	66159
2534	airbkane	66107
2535	Mweems	66040
2536	imNP	65923
2537	Phantom7569	65834
2538	badooga	65768
2539	chank_	65758
2540	AssaultZone	65714
2541	Judaxx	65680
2542	MattiePattie33	65619
2543	Aeons666	65288
2544	00000000-0000-0000-0009-01f0f6556b4b	65262
2545	sanastidy	65016
2546	Ilaea	64938
2547	Boliipop	64931
2548	Kalimbaaaa	64809
2549	NexusAI	64792
2550	n0nz	64769
2551	00000000-0000-0000-0009-01f431fe6dbe	64765
2552	FlashingDemon	64704
2553	pvpGODfrfr	64695
2554	VintagePlays	64581
2555	Whitecker	64568
2556	DaddyDeepPockets	64492
2557	kosh112	64477
2558	anidiotinatree	64423
2559	LordDiabolos	64399
2560	Capss	64374
2561	_LeeLee	64318
2562	1Quandale_Dingle	64115
2563	Manjaruntu	64087
2564	blackdusk6	64001
2565	Unusederas	63974
2566	00000000-0000-0000-0009-01fd30af3efb	63973
2567	Ishy_	63920
2568	8092_	63871
2569	Danielmoe	63848
2570	angeles1234	63769
2571	Bongo_Drums_	63667
2572	dream_mist	63635
2573	oldmankev	63618
2574	d91k	63575
2575	BulliedPotato	63539
2576	Timeover05	63493
2577	CJPerson	63458
2578	meilivHD	63402
2579	Saul_Goodman_Rup	63369
2580	LordlessAbyss	63253
2581	MoonixMonody	62994
2582	Exiko	62958
2583	Skwizzy_69	62938
2584	NuttQuik	62784
2585	ArcHAng3L88	62641
2586	FedirSpectator	62629
2587	jordanchohat	62603
2588	__Max_mAx_maX__	62601
2589	knock369	62355
2590	Nabih	62317
2591	ChazzaHodge13	62231
2592	Theo34	62082
2593	redbull52	62071
2594	Arrowborne	62060
2595	iamNaee	62009
2596	BigMaoguai	61987
2597	AbbiePanda	61940
2598	Naturalrogue	61925
2599	Maltyy	61885
2600	Bellamin	61819
2601	type11	61763
2602	Haerandir	61744
2603	CaptVoltaire	61623
2604	Proxy_Man	61471
2605	radimju	61355
2606	Nunui	61281
2607	naser_0_0_	61214
2608	Ozztopus	61200
2609	Y3ntai	61184
2610	1_jR	61139
2611	DeltGod01704	60868
2612	Foltest1	60836
2613	Kalwag	60826
2614	Yuvl	60778
2615	LemonScentedAss	60772
2616	Lyserggic	60755
2617	Stealthember	60745
2618	TheRedFox_Gaming	60649
2619	menacingcorolla4	60622
2620	Joshua_Crazy	60476
2620	KayleeGrace58	60476
2622	frodort	60469
2623	AAArcade101	60377
2624	Paradoxion	60267
2625	cdn_	60056
2626	Zoniak1	59961
2627	Stright_	59843
2628	SmorpADorp	59752
2629	deavol	59315
2630	Harobrime	59209
2631	Nosretep	59097
2631	AbelT4	59097
2633	vanabell06	59048
2634	Sebastiannlol	58945
2635	Doctor0ctopus	58918
2636	MrSSoaper	58831
2637	StormeClouds	58747
2638	guccipucci_	58743
2639	trobr	58734
2640	00000000-0000-0000-0009-01f1d34742f1	58685
2641	nevywop	58622
2642	Im_SMX	58594
2643	DRGUNNUT	58430
2644	JaytheGeek	58353
2645	SSneakyB	58348
2646	Saturith_	58344
2647	Clemscalibur	58333
2648	sebbegb	58328
2649	00000000-0000-0000-0009-01f36f79dcc7	58296
2650	ztsy	58272
2651	La_Conne	58150
2652	Wenceslavs	58130
2653	zayzayfeb	58069
2654	Symchro	58059
2655	Tenoto	57998
2656	Pelku	57860
2657	Biomatrix93	57840
2658	King_Wars125	57834
2659	iamarick	57698
2660	D0RMMAMU	57678
2661	Yungandspicy	57395
2662	Tkraack	57375
2663	vadar12	57269
2664	00000000-0000-0000-0009-01faf4afe1be	57265
2665	MelaninStealer	57101
2666	Kayotx	57024
2667	Skrutinize	56983
2668	Colinfro	56950
2669	jfirebender2	56836
2670	IEatBooty	56802
2671	hsgarbage23	56695
2672	Cute_F_O	56617
2673	Pruittmckean	56600
2674	00000000-0000-0000-0009-01f6557d802a	56326
2675	xRookiie	56320
2676	IslandManager	56228
2677	dogvis	56168
2678	zack454	56026
2679	sucywaffle	55960
2680	McGabsy	55959
2681	saltypear500	55951
2682	Tibbby	55947
2683	SeananK	55912
2684	Feeba	55900
2685	Rahikeru	55820
2686	AnonymousUserr	55819
2687	jamesq133	55802
2688	Kek	55730
2689	Skylorabell	55714
2690	parapluu	55575
2691	ZoeyBrookesPCA2k	55554
2692	Mandroch	55481
2693	catiefsm	55402
2694	jbow022	55271
2695	Fatimus_	55227
2696	MC_swagalicious	55214
2697	Anhedonist	55150
2698	burpboypower	55143
2699	toetagnyc	55057
2700	MikeTheMan4423	55045
2701	gemmiiv	55030
2702	moceimo	54815
2703	Ronce_Mormel	54796
2704	SweetOverlord	54792
2705	KyleGamingBoss10	54778
2706	Noxium_	54763
2707	MitexFTW	54745
2708	Notanacident	54621
2709	Pundehoo	54613
2710	Povermen708	54578
2711	HiveSkins	54570
2712	TarynBubs	54566
2713	greatimes	54326
2714	DeezPeanuts28	54325
2715	Smukers	54266
2716	FlameFame	54247
2717	lil_haay	54211
2718	Rainistry	54147
2719	adarkwindblows	54088
2720	brandonjames_h	53830
2721	cellmilk	53741
2722	Whalezz	53651
2723	00000000-0000-0000-0009-01f645d0edb4	53640
2724	dinothedinosaur1	53631
2725	Remy0806	53628
2726	Floraice	53582
2727	AceOfCaydes	53557
2728	420joe	53498
2729	Just_Roby	53346
2730	Apetarox	53299
2731	JTheReider	53176
2732	Ecstra	53075
2733	Alottaporn	53025
2734	Uzbeki_John	53020
2735	Zyfrae	53003
2736	MichBox	52950
2737	Zorgalorg	52884
2738	Spitfire8792	52809
2739	olek_kosa2009pvp	52799
2740	marguerit3	52759
2741	AssassinAshton	52646
2742	StormAries__	52605
2743	CurvedCubes	52546
2744	kevinpamberg	52530
2745	OwenBrew	52528
2746	complex1tive	52364
2747	joppen12	52350
2748	b2c3393a-1b78-4a33-9677-c6cb41f2c6ee	52325
2749	Taddaiv	52321
2750	Kartoong	52253
2751	xDzarkious	52170
2752	Ridh	52089
2753	frankosgf	52046
2754	ChumpyCat	52039
2755	Troyharder	52025
2756	x287	52016
2757	TastefulBas	51927
2758	kekokele	51871
2759	xX_HaroldHolt_Xx	51828
2760	______DC	51816
2761	thebluehippo	51785
2762	builtlasagna	51775
2763	DoctorMagnus	51645
2764	Zan	51633
2765	SillyMelon	51556
2766	fqdeintoyou	51546
2767	harutoisdaddyy	51521
2768	Polahbear	51509
2769	lumikupoli	51481
2770	teserox	51455
2771	_metsys	51271
2772	MikeIsSalty	51267
2773	zunap	51172
2774	ArborTigress	51139
2775	LionelHutzESQ	51105
2776	Boots_	51060
2777	Bane_of_Solace	51052
2778	Macho_Tacos	50980
2779	Vincent________	50881
2780	Rararararararara	50872
2781	Yaspresents	50808
2782	finbob5	50765
2783	BercikV	50718
2784	AlexBurnsRed	50697
2785	Dynamax	50685
2786	ofekgo	50600
2787	toelong	50517
2788	daisnny	50516
2789	Strawbapple	50505
2790	bubbee29	50459
2791	Benrouge	50451
2792	hoticelandman	50387
2793	mshs94	50315
2794	Vindogster	50309
2795	quintendoty	50283
2796	mcFarty	50248
2797	scottkidz	50233
2798	realSkullFace	50179
2799	studiousV2	50169
2800	Merrington	49815
2801	PumpkinPie1600	49803
2802	mofojojo	49610
2803	Yaffs_OG	49553
2804	moolerbooler	49503
2805	dreamerasot	49459
2806	JoeYourBro_	49450
2807	Unjike	49384
2808	DJTrout	49365
2809	Defaultname88	49357
2810	Ridd13	49287
2811	honeybuggie	49162
2812	in2thenextportal	49074
2813	ehmaysi	49041
2814	NikoTheM3ssiah	48743
2815	klee_exe	48642
2816	Monbun	48583
2817	PosPsycher	48514
2818	Fuzai	48451
2819	igorpontes	48446
2820	Its_Risk	48434
2821	Cranium856	48408
2822	kreakiwi	48376
2823	XiaoZhang_TW	48239
2824	WWWWMWWWWWWWWWWW	48193
2825	Puddingnator__	48161
2826	Crafter45	48126
2827	TheNobleOstrich	48120
2828	Shintiki	48068
2829	marvLoLs	48057
2830	lolofied	47828
2831	Gu_Yue_Fang_Yuan	47825
2832	Alesminah	47789
2833	DoorlessDoor433	47766
2834	livzzzy	47718
2835	DukeBoy1646	47659
2836	Psycho_boy123	47533
2837	CARGOESVROOM_7	47524
2838	Dirble	47445
2839	awsomedude5	47368
2839	Mercurius_III	47368
2841	expanses	47367
2842	robinkiller2002	47239
2843	rebichuu	47229
2844	tweety_sweety	47227
2845	Daffle	47222
2846	00000000-0000-0000-0009-01f192fbace5	47190
2847	longhead77	47161
2848	Jakeyb99	47080
2849	FunkyMonkey447	47068
2850	0jona0	47067
2851	viktor_v1	47005
2852	_bubbley_	46964
2853	AzBzCzDz	46781
2854	sleep444	46704
2855	Luisking2005	46695
2856	PyroVoxel	46680
2857	phatst3r	46609
2858	Halsam_six	46585
2859	Kaziglubey	46553
2860	critNoxx	46549
2861	ninjakidRS21	46426
2862	SomeDumbFish	46399
2863	ImagineRamen	46351
2864	Andy__Dufresne	46347
2865	Tino666	46333
2866	Inkax	46255
2867	GUBBENZ	46210
2868	yoyonovice63	46100
2869	Cr1mzqn	46092
2870	Dragonfest	46074
2871	F0mpel	46056
2872	starBURST312	46010
2873	Sequ1sha	45996
2874	dragonstalker21	45979
2875	LedgyTime	45959
2876	JWiseheart	45958
2877	The_Poro_King	45895
2878	timocapa	45832
2879	Sorenon	45823
2880	xGraveMistakesx	45778
2881	Out_Gamed	45694
2882	StrdyFiber	45658
2883	awildwilson	45565
2884	Mat07	45513
2885	zoundsy	45462
2886	Bigmac7151998	45312
2887	S1eepwave	45087
2888	Stealthlens	45010
2889	Horno	44996
2890	Emily_Rosa	44880
2891	PFFR	44877
2892	BrownBrix	44867
2893	impervious	44741
2894	doveslol	44651
2895	Green__Terrorist	44615
2896	TeezleFeezle	44553
2897	Emphius1	44550
2898	Seamus002	44530
2899	DarkWombat	44507
2900	CompAir	44476
2901	vVip3rzzz	44324
2902	2_young_2_die	44226
2903	oxygen_c99	44207
2904	homeofmew	44109
2905	dlnky7777	43894
2906	Haficzeq6984	43888
2907	LDSMadman	43856
2908	Liardove_21	43847
2909	Sandov	43651
2910	Kittaze	43563
2911	MarcusHA05	43540
2912	asian_man_soggy	43446
2913	f93907e2-64a5-49ac-937f-3ca4c64d164a	43393
2914	gentleman_loser	43390
2915	emantbe	43384
2916	noyan121	43358
2917	jxmjam	43333
2918	Vahagrim	43332
2919	AoiMiyabi	43298
2920	skulltastic101	43249
2921	ez_grind	43164
2922	Nutellabrot17	43150
2923	beata_beatrix	42962
2924	AncientShards	42900
2925	minecwaftshaft	42885
2926	XMiner22	42881
2927	HBanana143818	42874
2928	Sneaky_56	42822
2929	danio888	42816
2930	HappySkidder	42776
2931	Wwamess	42744
2932	googmeister	42716
2933	Mr_Anders	42670
2934	Zopir	42647
2935	Luuk2909	42555
2936	ItzMr_Kristian	42498
2937	nebulardust	42485
2938	AgentMeatCandy	42434
2939	swag_swag_swag_s	42258
2940	BeanTown45	42224
2941	Xannon232	42214
2942	CatGel	42211
2943	castis	42153
2944	thedatsun13	42024
2945	RoytheBoye	41884
2946	celest_i_al	41783
2947	MinceMother	41760
2948	anthony_coppo	41757
2949	Snart_Sniffler	41706
2950	fullyrawfuzz	41577
2951	BenHomie	41569
2952	NHJE	41399
2953	luckymage	41357
2954	Aengus	41323
2955	Cloverhere	41273
2956	Zrayy	41245
2957	ragdaddie	41188
2958	supermamax	41098
2959	Volttower	41079
2960	YaThiccB01	41033
2961	SMELLY_NAPPY	40923
2962	AdiCatGaming	40898
2963	S4tox	40869
2964	HDfqade	40798
2965	slurm1	40758
2966	ImScootronic	40626
2967	PatrikLegenda	40451
2968	ThunderGump_	40407
2969	Neemuuri	40349
2970	Croqu_	40283
2971	00000000-0000-0000-0009-01f0dca7f2d0	40273
2972	PixelRuler	40271
2973	Chad_Isopod	40225
2974	Gorilladam	40221
2975	Deragon126	40138
2976	_Laverne_	40101
2977	McLovin003	40020
2978	9kapi	39915
2979	iwantabanana	39890
2980	xze1	39866
2981	MrOtterPotter	39865
2982	QueenpinBear	39859
2983	Brin13	39787
2984	sugqr_Rush	39736
2985	GarthWiest	39729
2986	EpicOstrich	39727
2987	Ace78szn	39440
2988	orlana	39283
2989	TheWaterWraith	39267
2990	AbrociousXP	39234
2991	QuaggaJacks	39181
2992	zachkdi	39143
2993	Haseniel	39081
2994	Ghosthy_	39050
2995	makw	39047
2996	Ephnor	39045
2997	An_Turtle	38928
2998	BigPure	38904
2999	BloxyReality	38903
3000	BlitzGG	38849
3001	switch1e	38731
3002	The0rangeDragon	38719
3003	Rhysil	38583
3004	salemrip	38570
3005	boatwin	38541
3006	jananlin	38512
3007	that_guy_galeo	38459
3008	Cheesebal1	38379
3009	elmer1234	38372
3010	liaaan	38091
3011	apnos	38022
3012	Isaac70096	38021
3013	Verkkovirhe	37943
3014	jakobjepp	37934
3015	TheWolfWhoGrins	37900
3016	imNich	37838
3017	Tjodalv	37826
3018	yoonjisoo	37767
3019	vedaant	37736
3020	Luckyaniax	37587
3020	Kazekage	37587
3022	Mizuuwa	37526
3023	LuckyLy09	37508
3024	aidenmeltdown	37460
3025	Steedyweedy	37409
3026	HumanBeing112	37407
3027	JCdaLeg3nd	37303
3028	Frach23	37288
3029	questbox	37270
3030	KILLERBEAST1707	37235
3031	ddogdan13	37203
3032	peanutbader	37202
3033	ItzSquidz	37149
3034	Kaijann	37132
3035	RowanYourBoat111	37121
3035	nebulish	37121
3037	TUNDR0	36963
3038	igrowupfast	36863
3039	spideywalt	36811
3040	krxjcii	36806
3041	Goldiethebear03	36760
3042	emremalexander	36700
3043	MadsNT	36688
3044	Phage1020	36677
3045	HyperPaw5457	36666
3046	kirametal	36665
3047	Megabatman	36652
3048	tlal002	36632
3048	kayyiscool	36632
3050	borrre1	36622
3051	Space_Sushi	36537
3052	arcanemagic	36533
3053	TentoBento	36244
3054	Uncle_Barba	36241
3055	King_Rata	36232
3056	ChiefThrock	36225
3057	aramis158	36216
3058	caustic7	36170
3059	_DarkBlitz0_	36111
3060	Xx_Example_xX	36102
3061	MicroPeener	36060
3062	dann_n	35968
3063	Grimme	35940
3064	nikkerdoodles	35905
3065	M310NZ	35831
3066	Krome48	35829
3067	D4qz	35810
3068	iamwash	35774
3069	Sheepwarder	35755
3070	LePhotographes	35667
3071	cadethesloth	35643
3072	SteelCutOats	35609
3073	PrettyWings	35560
3074	LegendarySlayer	35553
3075	Nole56	35530
3076	00000000-0000-0000-0009-01fd83791eb5	35505
3077	Blazaey	35458
3078	maxim1000	35404
3079	JajaKings	35319
3080	Bairhug	35278
3081	luckykill123	35254
3082	BasedChicken_	35207
3083	chielui	35176
3084	Tetzel55	35090
3085	KayDizzle99	35057
3086	Joodi	35025
3087	hxdjxd	35007
3087	Sayid951	35007
3087	00000000-0000-0000-0009-00000cfcfaa8	35007
3090	NinetyNick	34772
3091	TeamBreezy	34693
3092	LegitArtemis	34686
3093	fallQy	34654
3094	SnivyPCCG	34636
3095	uDank	34551
3096	Newthe	34528
3097	AlecCary	34417
3098	wateo	34379
3099	T_R4Y	34377
3100	lazioglug	34199
3101	kitkatmandu	34188
3102	MrCucumberMan	34181
3103	120s	34148
3104	FILIP1e	34071
3105	hotdogdude23	34068
3106	CherryDrCoke	34039
3107	deadlord0	33973
3108	Danielbe	33898
3109	deletesaccount	33880
3110	Ryanix	33792
3111	H0ust0nTex	33787
3112	stupiz	33726
3113	wgml	33725
3114	OLookItsAnxiety	33707
3115	CaptainHackman	33674
3116	sannio	33538
3117	MoonSonata1	33529
3118	ARMY_OF_TOAST	33398
3119	neon_vivec	33366
3120	Stevielukas05	33351
3121	Dusty_Duc894	33307
3122	R0cketmanstan	33295
3123	WarpRanger	33275
3124	THEGAMERBRO5	33196
3125	Minoruok	33187
3126	M1sterManGuy	33184
3127	BruhM0mnt	33176
3128	ShesASquid	33136
3129	GoodWeed	33089
3130	SeaCatSnake_	33010
3131	Unigurd	32937
3132	_coley	32919
3133	Ahvihiir	32831
3134	martvnka	32812
3135	Arkew_	32774
3136	RaxXEe	32538
3137	XNL	32518
3138	BeeMuncher2	32507
3139	WeePhix	32499
3140	simo4000wolt	32470
3141	magnimalt	32445
3142	Icuka	32442
3143	MangoPineapplez	32436
3144	Egenho	32410
3145	Future_Slaps	32402
3146	keksandra	32387
3147	Dblikstad	32357
3148	ZPlaysAGame1231	32282
3149	Mohawkfalco	32220
3150	stijnbro	32214
3151	CthulhusBodypilo	32174
3152	Ablefog	32155
3153	longbowx29	31984
3154	Qalech	31967
3155	SillyDillyXoxo	31958
3156	JapansDragon	31893
3157	Fappologist	31868
3158	_Sir_Leon_	31772
3159	anthonyracine	31763
3160	Auto_Quasarian	31679
3161	noobo_	31593
3162	vyrodok	31577
3163	LittleOoccoo	31563
3164	Hautzii	31538
3165	E_Lovelace	31425
3166	SadRedstone	31347
3167	RoadPear	31333
